AthleteName,AthleteFirstName,AthleteLastName,Date,RaceEventDistance,RaceEventSwimmingStyleName,PhaseName,RaceEventIsRelay,RaceEventIsMixed,RaceEventName,PoolLength,RaceId,PhaseNumber,Lane,RelayLeg,FinishingPosition,RaceEventId,RaceEventSwimmingStyleId,AthleteId,AthleteGenderId,AthleteGenderName,AthleteNationId,AthleteNationCode,AthleteNationName,CompetitionId,CompetitionName,PhaseId,SessionId,SessionCode,AnalysisLevelId,AnalysisLevelName,RaceTime,Split_0_50_m,Split_50_100_m,StartBlockElapsedTime,StartBreakoutDistance,StartBreakoutTime,Lap1_15mElapsedTime,StartKicks,Turn_5mIn_s,Turn1RotateTime,Turn1_15m_s,Turn1BreakoutDistance,Turn1BreakoutTime,Turn1_Total_s,Last5m_s,SR_15_25m_T,SR_15_25m_SR,SR_15_25m_DPS,SR_15_25m_V,SR_15_25m_N,SR_25_50m_T,SR_25_50m_SR,SR_25_50m_DPS,SR_25_50m_V,SR_25_50m_N,SR_65_75m_T,SR_65_75m_SR,SR_65_75m_DPS,SR_65_75m_V,SR_65_75m_N,SR_75_100m_T,SR_75_100m_SR,SR_75_100m_DPS,SR_75_100m_V,SR_75_100m_N
Davis,Davis,,14/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,124.2,28.4,31.14,0.66,12.4,5.32,6.88,,3.46,1.44,8.42,6.4,2.86,11.88,3.0,5.86,44.8,2.29,1.71,,15.66,42.0,2.34,1.64,31.0,6.36,41.7,2.26,1.57,,16.36,41.4,2.26,1.56,37.0
MacInnes,MacInnes,,14/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.07,27.83,31.24,0.66,12.9,5.62,6.92,,2.93,0.69,9.23,8.0,4.83,12.16,3.01,5.86,61.6,1.67,1.71,,15.05,60.2,1.64,1.65,22.0,6.14,61.0,1.6,1.63,,15.87,60.3,1.55,1.56,25.0
Fearn,Fearn,,14/03/2026,50,Backstroke,B-Final,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott,Scott,,14/03/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,264.74,26.9,30.28,,,,,,,,,,,,,,46.6,,,17.0,,,,,,,46.3,,,18.0,,,,,
Anderson,Anderson,,14/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,119.96000000000001,28.65,30.51,,,,,,,,,,,,,,37.9,,,,,36.8,,,28.0,,35.2,,,,,37.1,,,32.0
Dickson,Dickson,,14/03/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,62.77,29.35,33.42,,,,,,,,,,,,,,51.2,,,,,53.2,,,20.0,,52.2,,,,,58.1,,,25.5
Dickson,Dickson,,14/03/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,62.48,29.26,33.22,0.66,13.7,5.98,6.76,,3.22,0.78,9.3,9.7,5.88,12.52,2.98,6.54,51.5,1.78,1.53,,15.96,51.8,1.82,1.57,20.0,6.76,55.4,1.6,1.48,,17.16,57.5,1.47,1.41,26.0
Annis,Annis,,14/03/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,269.48,27.65,31.84,,,,,,,,,,,,,,49.5,,,18.0,,,,,,,48.3,,,21.0,,,,,
McNair,McNair,,14/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,127.71,29.88,32.08,,,,,,,,,,,,,,39.5,,,,,38.7,,,29.0,,37.6,,,,,36.9,,,34.0
Smith,Smith,,14/03/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,273.89,27.9,31.64,,,,,,,,,,,,,,47.0,,,17.0,,,,,,,47.0,,,21.0,,,,,
Hope,Hope,,14/03/2026,200,Freestyle,B-Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,121.68,28.6,30.48,0.68,11.7,4.52,7.12,,3.34,1.36,8.32,6.1,2.82,11.66,2.86,5.9,45.7,2.22,1.69,,15.58,44.1,2.22,1.63,34.0,6.12,43.7,2.24,1.63,,16.04,42.0,2.27,1.59,38.0
Smith,Smith,,14/03/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,267.19,27.87,31.93,0.72,13.3,5.56,6.4,,3.17,0.73,9.03,,5.23,12.2,2.83,21.47,47.8,2.06,1.64,18.0,,,,,,22.9,47.3,1.94,1.53,21.0,,,,,
Davis,Davis,,13/03/2026,50,Freestyle,Final,False,False,50 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,25.74,6.6,5.38,0.68,13.4,5.76,6.6,,,,,,,,2.52,,,,,,5.38,54.1,2.06,1.86,,,,,,,,,,,
Robertson,Robertson,,13/03/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,25.12,,,,,,,,,,,,,,,,60.0,,,,,56.9,,,,,,,,,,,,,
Davies,Davies,,13/03/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,126.23,26.73,32.0,,,,,,,,,,,,,,48.9,,,,,48.2,,,17.0,,38.8,,,,,36.8,,,31.0
Dickson,Dickson,,13/03/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,140.1,31.61,35.72,,,,,,,,,,,,,,39.9,,,,,35.1,,,15.0,,34.4,,,,,36.0,,,17.0
Dean,Dean,,13/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,109.75999999999999,24.93,27.42,,,,,,,,,,,,,,44.1,,,,,40.5,,,26.0,,39.5,,,,,38.7,,,30.0
Scott,Scott,,13/03/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,122.67,26.38,31.36,,,,,,,,,,,,,,49.5,,,,,45.8,,,17.0,,38.1,,,,,35.8,,,29.0
Scott,Scott,,13/03/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,118.78999999999999,25.46,29.74,0.66,12.4,4.48,6.02,,2.8,0.72,7.94,12.8,6.64,10.74,2.55,5.5,52.5,2.08,1.82,,13.94,51.0,2.12,1.8,18.0,6.14,44.0,2.22,1.63,,15.66,40.2,2.34,1.57,31.0
Shanahan,Shanahan,,13/03/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,62.8,30.47,32.33,,,,,,,,,,,,,,45.1,,,,,42.7,,,32.0,,42.2,,,,,39.8,,,35.0
Smith,Smith,,13/03/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,137.07,31.2,34.82,,,,,,,,,,,,,,36.4,,,,,33.4,,,13.0,,33.8,,,,,33.1,,,16.0
MacInnes,MacInnes,,13/03/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,128.36,29.56,32.68,0.68,12.5,5.58,7.06,,3.1,0.68,9.54,6.9,4.16,12.64,3.2,6.26,57.6,1.67,1.6,,16.24,55.5,1.64,1.52,22.0,6.58,56.4,1.62,1.52,,16.56,56.0,1.62,1.51,26.0
Dickson,Dickson,,13/03/2026,200,Breaststroke,B-Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,139.04,31.78,36.13,0.64,15.2,7.04,6.92,,3.58,0.62,9.94,10.5,6.72,13.52,3.42,7.02,39.2,2.17,1.42,,17.84,35.4,2.37,1.4,15.0,7.54,33.3,2.4,1.33,,18.65,33.4,2.37,1.32,17.0
Annis,Annis,,13/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,112.22999999999999,26.13,28.31,,,,,,,,,,,,,,43.1,,,,,42.1,,,28.0,,43.1,,,,,40.9,,,33.0
MacInnes,MacInnes,,13/03/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,133.07,29.55,32.88,,,,,,,,,,,,,,59.4,,,,,54.9,,,22.0,,57.1,,,,,55.8,,,27.0
McMillan,McMillan,,13/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,106.9,25.46,26.79,0.64,12.4,4.56,6.12,,2.86,1.16,7.26,7.0,2.76,10.12,2.54,5.34,41.7,2.69,1.87,,14.0,40.3,2.68,1.8,27.0,5.54,39.8,2.73,1.81,,13.99,39.4,2.68,1.76,31.0
McMillan,McMillan,,13/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,108.66,25.85,30.42,,,,,,,,,,,,,,38.8,,,,,38.5,,,26.0,,37.6,,,,,37.5,,,29.0
Smith,Smith,,13/03/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,134.94,30.7,34.23,0.68,15.1,6.96,6.88,,3.46,0.7,9.5,10.2,6.22,12.96,3.26,6.92,38.5,2.26,1.45,,16.9,35.4,2.53,1.49,14.0,7.12,34.1,2.46,1.4,,17.61,34.2,2.47,1.41,15.0
Fearn,Fearn,,13/03/2026,100,Backstroke,B-Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,55.98,26.93,29.05,0.66,13.1,5.66,6.8,,3.05,1.51,7.69,11.7,5.69,10.74,2.7,5.58,48.9,2.2,1.79,,14.55,46.8,2.23,1.74,31.0,6.1,46.0,2.14,1.64,,15.26,45.6,2.09,1.59,34.0
Davis,Davis,,13/03/2026,50,Freestyle,Heat,False,False,50 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,25.86,,,,,,,,,,,,,,,,54.5,,,,,54.6,,,,,,,,,,,,,
Evans,Evans,,13/03/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,66.76,32.92,33.84,0.66,12.8,6.18,7.72,,3.48,0.72,9.82,9.0,5.62,13.3,3.02,7.1,33.4,2.53,1.41,,18.1,30.4,2.7,1.37,14.0,6.98,41.0,2.09,1.43,,17.04,44.2,1.94,1.43,20.0
Fearn,Fearn,,13/03/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,56.24,27.03,29.21,,,,,,,,,,,,,,48.7,,,,,45.5,,,31.0,,44.1,,,,,44.2,,,34.0
Annis,Annis,,13/03/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,125.61,27.18,31.1,,,,,,,,,,,,,,50.7,,,,,48.8,,,18.0,,39.7,,,,,39.2,,,32.0
Fearn,Fearn,,13/03/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,24.63,,,,,,,,,,,,,,,,63.8,,,,,65.5,,,,,,,,,,,,,
Annis,Annis,,13/03/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,125.26,26.63,31.32,0.66,14.5,5.9,6.16,,2.89,0.77,8.57,12.3,6.73,11.46,3.0,5.88,51.0,2.0,1.7,,14.59,50.4,2.04,1.71,18.0,6.3,41.9,2.28,1.59,,16.45,39.0,2.32,1.51,32.0
Fearn,Fearn,,13/03/2026,50,Butterfly,Final,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,24.38,5.82,5.38,0.66,13.8,5.2,5.82,,,,,,,,2.62,,,,,,5.38,67.3,1.66,1.86,,,,,,,,,,,
Shanahan,Shanahan,,13/03/2026,100,Backstroke,B-Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,61.59,30.0,31.59,0.72,13.5,6.66,7.64,,3.5,1.82,8.5,11.4,6.18,12.0,3.11,6.12,45.8,2.14,1.63,,16.24,44.2,2.13,1.57,32.0,6.52,44.0,2.09,1.53,,16.57,42.8,2.09,1.49,35.0
Grieve,Grieve,,13/03/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,132.66,29.67,33.3,0.7,13.2,6.2,6.78,,3.45,0.63,9.41,9.5,5.47,12.86,3.4,6.5,55.0,1.68,1.54,,16.39,52.4,1.77,1.55,20.0,6.9,51.4,1.69,1.45,,16.99,51.8,1.74,1.5,23.0
Evans,Evans,,13/03/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,65.46,31.29,34.17,0.66,12.5,5.88,7.76,,3.27,0.73,9.75,8.8,5.67,13.02,3.26,6.58,39.9,2.29,1.52,,16.95,39.3,2.23,1.46,16.0,7.0,44.4,1.93,1.43,,17.42,44.6,1.9,1.41,21.0
Dean,Dean,,13/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,110.41,25.08,27.48,0.68,13.9,5.32,5.9,,3.04,1.18,7.4,7.8,3.3,10.44,2.79,5.2,44.1,2.61,1.92,,13.98,40.4,2.72,1.83,26.0,5.6,39.9,2.69,1.79,,14.48,39.9,2.59,1.72,30.0
Davies,Davies,,13/03/2026,200,IM,B-Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,126.58,27.26,32.27,0.7,13.8,5.66,6.24,,3.02,0.78,8.8,12.9,7.4,11.82,2.72,5.92,51.6,1.97,1.69,,15.1,50.4,1.98,1.66,18.0,6.8,38.0,2.32,1.47,,16.67,38.5,2.31,1.48,31.0
Grieve,Grieve,,13/03/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,134.04,29.7,33.44,,,,,,,,,,,,,,51.6,,,,,51.7,,,20.0,,48.9,,,,,50.7,,,23.0
McNair,McNair,,15/02/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,140.52,30.73,35.26,0.78,12.7,5.76,7.28,,3.43,0.75,10.03,8.9,5.81,13.46,3.72,6.38,48.9,1.93,1.57,,17.07,46.9,1.88,1.47,20.0,7.04,45.5,1.87,1.42,,18.19,45.4,1.84,1.39,22.0
Annis,Annis,,15/02/2026,400,Freestyle,Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,239.26,27.46,30.57,0.72,13.9,5.68,6.4,,3.24,1.4,7.98,6.4,2.64,11.22,2.92,21.06,37.8,2.67,1.68,26.0,,,,,,22.59,33.5,2.78,1.55,30.0,,,,,
Evans,Evans,,15/02/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,148.01,32.57,36.57,,,,,,,,,,,,,,36.1,,,,,31.5,,,15.0,,33.4,,,,,34.0,,,17.0
Davies,Davies,,15/02/2026,50,Backstroke,B-Final,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,26.74,6.86,5.52,0.6,13.4,5.94,6.86,,,,,,,,2.54,,,,,,5.52,50.4,2.15,1.81,,,,,,,,,,,
Smith,Smith,,15/02/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,136.24,30.32,34.06,0.72,14.7,6.7,7.06,,3.28,0.54,9.5,10.3,6.26,12.78,3.68,6.46,40.5,2.3,1.55,,16.8,37.6,2.36,1.48,15.0,6.96,36.1,2.39,1.44,,17.6,36.2,2.32,1.4,17.0
McNair,McNair,,15/02/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,141.41,30.28,34.88,,,,,,,,,,,,,,48.0,,,,,49.0,,,20.0,,47.3,,,,,46.5,,,23.0
Davis,Davis,,15/02/2026,50,Freestyle,Heat,False,False,50 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,26.38,,,,,,,,,,,,,,,,57.7,,,,,53.6,,,,,,,,,,,,,
Davies,Davies,,15/02/2026,50,Backstroke,Heat,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,27.19,,,,,,,,,,,,,,,,56.1,,,,,52.3,,,,,,,,,,,,,
Evans,Evans,,15/02/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,144.72,32.55,35.91,0.72,12.8,6.1,7.84,,3.47,0.61,10.45,9.4,6.23,13.92,3.96,7.04,37.1,2.3,1.42,,17.67,33.8,2.5,1.41,15.0,7.28,32.7,2.51,1.37,,18.18,35.1,2.31,1.35,17.0
Grieve,Grieve,,15/02/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,135.63,29.14,33.68,,,,,,,,,,,,,,54.7,,,,,52.9,,,21.0,,50.1,,,,,51.9,,,24.0
Grieve,Grieve,,15/02/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,133.83,30.02,33.6,0.78,13.0,5.7,7.0,,3.28,0.68,9.58,9.0,5.32,12.86,3.59,6.42,52.5,1.78,1.56,,16.6,50.0,1.8,1.5,20.0,6.94,48.9,1.77,1.44,,17.08,51.0,1.72,1.46,23.0
Smith,Smith,,15/02/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,139.43,31.89,35.79,,,,,,,,,,,,,,30.6,,,,,30.6,,,12.0,,29.4,,,,,28.4,,,14.0
Davis,Davis,,15/02/2026,50,Freestyle,Final,False,False,50 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,25.81,6.6,5.36,0.7,12.6,5.34,6.6,,,,,,,,2.57,,,,,,5.36,54.8,2.05,1.87,,,,,,,,,,,
McGill,McGill,,15/02/2026,400,Freestyle,Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,271.95,31.3,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grieve,Grieve,,14/02/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,27.37,,,,,,,,,,,,,,,,62.5,,,,,64.2,,,,,,,,,,,,,
McGill,McGill,,14/02/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,138.78,32.32,33.85,,,,,,,,,,,,,,44.7,,,,,42.7,,,35.0,,41.6,,,,,41.2,,,39.0
Davis,Davis,,14/02/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,55.22,26.63,28.59,0.72,12.9,5.52,6.74,,3.07,1.39,7.81,7.8,3.63,10.88,2.98,5.62,51.0,2.09,1.78,,14.27,49.3,2.18,1.79,33.0,5.92,49.1,2.07,1.69,,14.86,47.3,2.13,1.68,40.0
Evans,Evans,,14/02/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,67.32,32.7,34.62,,,,,,,,,,,,,,32.8,,,,,32.0,,,15.0,,40.5,,,,,42.6,,,20.0
Davies,Davies,,14/02/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,128.03,29.65,32.83,,,,,,,,,,,,,,41.9,,,,,37.9,,,29.0,,34.2,,,,,35.4,,,30.0
Smith,Smith,,14/02/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,263.86,27.68,31.89,0.72,12.7,5.14,6.48,,3.2,0.68,9.1,8.3,4.9,12.3,2.84,21.2,48.1,2.08,1.67,18.0,,,,,,22.79,46.6,1.98,1.54,21.0,,,,,
McGill,McGill,,14/02/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,135.3,32.47,34.31,0.66,11.7,6.1,8.32,,3.67,1.53,9.13,7.4,3.77,12.8,3.44,6.76,41.8,2.12,1.48,,17.39,40.0,2.19,1.46,34.0,7.04,38.4,2.22,1.42,,18.14,37.7,2.21,1.39,37.0
Annis,Annis,,14/02/2026,800,Freestyle,Final,False,False,800 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,496.96,58.83,63.1,,,,,,,,,,,,,,36.0,,,25.0,,,,,,,31.7,,,29.0,,,,,
Davies,Davies,,14/02/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,126.53,29.36,32.24,0.62,13.3,5.96,6.88,,3.32,1.5,8.0,11.4,5.7,11.32,3.15,6.28,,,1.59,,16.2,,,1.55,,6.74,,,1.48,,17.5,,,1.43,
Davis,Davis,,14/02/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,56.23,27.16,29.07,,,,,,,,,,,,,,48.8,,,,,47.8,,,33.0,,48.4,,,,,46.8,,,39.0
Grieve,Grieve,,14/02/2026,50,Butterfly,Final,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,26.93,6.5,5.78,0.72,13.5,5.64,6.5,,,,,,,,2.73,,,,,,5.78,65.3,1.59,1.73,,,,,,,,,,,
Evans,Evans,,14/02/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,66.06,31.32,34.74,0.72,12.5,5.92,7.84,,3.28,0.58,9.88,8.8,5.6,13.16,3.42,6.5,41.0,2.25,1.54,,16.98,41.6,2.11,1.46,17.0,6.94,41.2,2.1,1.44,,17.92,44.3,1.87,1.38,21.0
Evans,Evans,,13/02/2026,50,Breaststroke,Final,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,30.81,7.72,6.4,0.7,11.0,4.96,7.72,,,,,,,,3.17,,48.4,,,,6.4,50.2,1.86,1.56,,,,,,,,,,,
McNair,McNair,,13/02/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,136.82,29.17,34.12,0.78,13.2,5.94,7.14,,3.09,0.77,9.87,9.2,5.89,12.96,2.94,6.16,52.9,1.84,1.62,,15.87,53.3,1.76,1.56,20.0,6.86,39.4,2.22,1.46,,17.39,38.2,2.25,1.43,36.0
McGill,McGill,,13/02/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,63.52,31.08,32.44,0.64,12.3,6.32,8.14,,3.48,1.2,8.76,9.1,4.68,12.24,3.2,6.42,45.6,2.05,1.56,,16.52,45.1,2.04,1.53,36.0,6.62,44.6,2.03,1.51,,17.06,44.2,1.95,1.44,41.0
Grieve,Grieve,,13/02/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.43,28.17,31.26,,,,,,,,,,,,,,58.8,,,,,59.6,,,22.0,,57.3,,,,,58.7,,,25.0
Evans,Evans,,13/02/2026,50,Breaststroke,Heat,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,30.8,7.52,6.56,0.66,12.1,5.56,7.52,,,,,,,,3.22,,48.4,,,,6.56,47.1,1.94,1.52,,,,,,,,,,,
Davies,Davies,,13/02/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,57.98,27.95,30.03,,,,,,,,,,,,,,46.7,,,,,44.1,,,31.0,,43.0,,,,,42.4,,,32.0
McGill,McGill,,13/02/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,64.18,31.72,32.46,,,,,,,,,,,,,,44.8,,,,,43.8,,,35.0,,44.2,,,,,43.3,,,41.0
McNair,McNair,,13/02/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,141.2,29.07,35.47,,,,,,,,,,,,,,55.8,,,,,51.8,,,20.0,,38.9,,,,,38.3,,,38.0
Annis,Annis,,13/02/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,56.12,27.38,28.74,,,,,,,,,,,,,,48.7,,,,,45.9,,,32.0,,46.2,,,,,44.3,,,34.0
Grieve,Grieve,,13/02/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,58.63,27.55,31.08,0.72,13.9,6.0,6.52,,3.03,0.51,8.59,9.6,5.27,11.62,3.01,6.04,59.6,1.67,1.66,,14.99,60.2,1.66,1.67,21.0,6.2,59.8,1.62,1.61,,16.29,60.7,1.49,1.51,26.0
Annis,Annis,,13/02/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,55.32,27.16,28.16,0.64,14.5,6.28,6.66,,3.2,1.6,7.22,13.5,6.3,10.42,2.82,5.62,48.0,2.22,1.78,,14.88,45.8,2.24,1.71,30.0,5.84,47.1,2.18,1.71,,15.1,47.2,2.07,1.63,34.0
Davis,Davis,,13/02/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,125.34,29.1,31.52,,,,,,,,,,,,,,42.5,,,,,39.9,,,31.0,,39.8,,,,,40.0,,,36.0
Davis,Davis,,13/02/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,122.15,29.05,30.77,0.7,12.6,5.6,7.08,,3.45,1.13,8.53,6.5,2.99,11.98,3.11,6.1,44.6,2.21,1.64,,15.87,39.4,2.45,1.61,31.0,6.1,41.8,2.35,1.64,,16.14,41.0,2.31,1.58,37.0
Davies,Davies,,13/02/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,57.95,27.95,30.0,0.6,13.2,5.86,6.86,,3.21,1.19,7.79,12.2,5.97,11.0,2.95,5.68,51.4,2.05,1.76,,15.41,48.9,2.01,1.64,35.0,6.14,45.2,2.16,1.63,,16.07,43.1,2.12,1.52,35.0
Davies,Davies,,01/02/2026,200,IM,B-Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,126.75,26.58,32.62,0.7,13.5,5.34,6.1,,3.02,0.78,8.68,13.08,7.34,11.7,2.77,5.74,51.4,2.03,1.74,,14.74,50.5,2.03,1.71,18.0,6.8,40.8,2.16,1.47,,17.14,40.1,2.17,1.45,33.0
Davies,Davies,,31/01/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,56.42,26.53,29.89,,,,,,,,,,,,,,52.1,,,,,50.4,,,18.0,,55.5,,,,,54.5,,,21.0
McNair,McNair,,30/01/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,293.24,30.12,34.29,0.78,12.42,5.46,7.12,,3.36,0.9,9.86,8.58,5.36,13.22,3.18,23.0,48.3,1.9,1.53,20.0,,,,,,24.43,47.2,1.81,1.42,23.0,,,,,
McNair,McNair,,30/01/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,64.04,31.29,32.75,0.65,12.83,6.4,7.84,,3.69,1.23,8.89,,4.73,12.58,3.06,6.42,48.0,1.95,1.56,,17.03,44.5,2.02,1.5,35.0,6.86,40.5,2.16,1.46,,17.0,40.0,2.14,1.43,37.0
